관광지명,위도,경도
삼례문화예술촌,35.90623513,127.0658535
비비정예술열차,35.89880244,127.0676418
순천용오름마을,35.0921171,127.2020571
순천시청소년수련원,35.04652524,127.4733227
그림책도서관,34.9579091,127.4860252
부영컨트리클럽,34.94005246,127.5555065
순천컨트리클럽,34.86653556,127.4059214
레이크힐스골프장,35.0453779,127.3092617
파인힐스골프장,35.03454985,127.2723022
승주골프장,34.89477542,127.4482083
기독교역사박물관,34.96043473,127.4801207
순천자연휴양림,35.04388083,127.4744949
에코촌유스호스텔,34.92310938,127.5164423
선암사,34.99618213,127.327356
송광사,35.00236255,127.2748706
뿌리깊은나무박물관,34.9036464,127.3399827
드라마촬영장,34.95810919,127.5378026
낙안읍성,34.90640107,127.3418227
순천만습지,34.88579701,127.5092833
남산&N서울타워,37.55112257,126.9878678
새남터 순교성지,37.52512658,126.9570717
보광동 무후묘,37.527058,126.9973443
김유신 장군 사당,37.523941,127.000688
용산기지 옛 미군장교숙소(현 용산공원),37.52300977,126.989165
동빙고 부군당,37.52214299,126.996145
용연동굴,37.20888277,128.9418601
구문소 관광지,37.09296812,129.0422636
갓바위,34.79372717,126.4210674
목포자연사박물관,34.79372717,126.4210674
김대중노벨평화상기념관,34.78285177,126.3922506
송호관광지,36.12969079,127.676367
레인보우힐링관광지,36.15635341,127.7865137
화암사,36.06629938,127.2872339
위봉사&위봉폭포&위봉산성,35.9105769,127.2572831
송광사&벚꽃길,35.885763,127.2417509
무궁화오토캠핑장,35.97398132,127.2315513
오성한옥마을,35.90695186,127.2367573
놀토피아,35.98879491,127.261342
청소년전통문화체험관,35.98879491,127.261342
서동요역사관광지,36.14594895,126.8248464
구드래관광지,36.28718846,126.9068136
호미곶관광단지,36.07608308,129.5665319
한국차문화공원,34.71987643,127.0817099
율포해수욕장,34.67002926,127.0890241
소요산관광지,37.94652177,127.0693409
노들섬,37.51766383,126.9580365
절물자연휴양림,33.44004881,126.6252034
김녕관광지,33.5548971,126.7654535215
곽지관광지,33.4499564,126.3041171
협재관광지,33.3934958502,126.2385968886
통일전망대,38.51438609,128.416703
소노벨비발디파크,37.65233706,127.6873348
팔봉산관광지,37.703098,127.695183
제주별빛누리공원,33.4445529,126.5491863
노루생태관찰원,33.4443253,126.6266934
봉두산,35.13195828,127.3863807
동악산,35.26726372,127.2575047
화진포해양박물관,38.481345,128.435682
화진포역사안보전시관,38.47250515,128.4430602
완도타워,34.31443839,126.763267
태백고생대자연사박물관,37.0948994,129.0396319
석탄박물관,37.1185773888,128.9505662
철암탄광역사촌,37.11436554,129.0372165
유현문화관광지,37.52903211,127.8186829
어답산관광지,37.59380861,128.0575207
송지호 관망타워,38.33623615,128.5175989
화진포 생태박물관,38.47218738,128.4436214
시사교육박물관 김갑진 갤러리,35.11000012,127.262542
섬진강문화학교 독도사진전시관,35.14820762,127.3603367
조태일시문학기념관,35.13351552,127.3685909
통명산,35.20404024,127.2592454
설산,35.29950593,127.1025224
부석사관광지,36.99435088,128.6797054
한국가구박물관,37.60037831,126.9934492
길상사,37.59910942,126.9946522
심우장,37.5936268,126.9916662
대광해수욕장,35.10291276,126.0725117
백제문화관광단지,36.30386704,126.9007732
비비정,35.90154901,127.071693
대아수목원&대아호,35.97623865,127.3003851
상관 공기마을 편백숲,35.737491,127.2023884
고산자연휴양림,35.96224205,127.2328719
모악산도립공원,35.72946608,127.1098589
보길윤선도원림,34.16247899,126.5559442
슬로시티청산도,34.1717924248,126.8621742186
어촌민속전시관,34.307331,126.688559
청해포구촬영장,34.32293555,126.6705189
완도수목원,34.36065258,126.6635321
해양생태전시관,34.351532,126.731489
장보고기념관,34.355097,126.730164
장도청해진유적지,34.3601250565,126.7369503241
감천문화마을,35.09748533,129.01060359
을숙도 철새공원,35.09903966,128.94364550
을숙도 생태공원,35.11604341,128.94861721
낙동강하구아미산전망대,35.05265992,128.96069407
다대포해수욕장,35.04661416,128.96800515
다대포 꿈의 낙조분수,35.04661416,128.96800515
몰운대,35.03931428,128.96893979
간월도관광지,36.60625,126.41775
중대물빛공원,37.40272258,127.218054
팔당물안개공원,37.50956344,127.3174613
경안천습지생태공원,37.45920014,127.3051169
경기도자박물관,37.35028421,127.3347877
천진암,37.42357313,127.3883989
분원백자자료관,37.49625742,127.3034492
남한산성,37.47669636,127.1884165
간절곶 공원,35.3625312,129.3591079
대운산 내원암 계곡,35.39913422,129.2309807
작괘천,35.55162452,129.0953395
휘닉스파크관광단지,37.5758724566,128.3160325007
알펜시아관광단지,37.65925417,128.6840107
용평관광단지,37.65094444,128.7055569
마하생태관광지,37.29236873,128.5412837
평창돌문화체험관,37.376584,128.409516
이효석문화예술촌,37.61317426,128.3701239
백룡동굴,37.27786356,128.577051
무이예술관,37.61527594,128.348787
안동문화관광지,36.5695076,128.7786154
하회관광지,36.5489594,128.5274931
탑산약수온천,36.30396195,128.5892642
나들라온,37.64063549,126.7560031
행주산성,37.59610775,126.8287118
고양관광정보센터,37.65948674,126.7726989
보문관광단지,35.843673,129.2869659
장흥관광지,37.73281632,126.9492504
아산온천관광지,36.69884759,126.9666069
사라온 이야기 마을,36.236155,128.567733
김수환 추기경 사랑과 나눔 공원,36.232449,128.599613
팔공산 하늘정원,36.023813,128.696761
웰리힐리파크 관광단지,37.49012611,128.2501389
한강 나루터,37.530347,127.007028
유관순 열사 추모비,37.53587802,126.9897044
이태원 부군당,37.53587802,126.9897044
천주교 순교성지 새남터 성당,37.52512658,126.9570717
새남터,37.52587942,126.956708
옛 간조 경성지점 사옥,37.53059231,126.970508
왜고개 순교성지,37.52990239,126.9719253
통영루지,34.82440908,128.4241617
무극전적국민관광지,36.95063812,127.6470132
낙안민속자연휴양림,34.91226789,127.3523884
거차뻘배체험마을,34.8375993,127.4474457
순천생태마을,35.06648711,127.3602718
순천향매실마을,35.0622232,127.4045173
충온온천,37.10173095,127.7962316
능암온천,37.09370046,127.802172
충주호체험,37.02308256,127.8619229
탄금공원,36.98782919,127.9055691
당항포관광지,35.05322615,128.3920276
웅포관광지,36.06581391,126.8754193
담양호국민관광지,35.4019831,126.9990829
섬진강 레일바이크,35.23015492,127.3682034
곡성기차마을 패러글라이딩체험,35.26672854,127.3087391
곡성기차마을전통시장,35.27976851,127.2984461
곡성청소년야영장,35.22777786,127.369723
심청한옥마을,35.23063008,127.3575205
심청골짝나라학교,35.17183675,127.2580116
심청효문화센터,35.20836622,127.1288481
곡성생태체험관,35.31719414,127.1699834
아산조방원미술관,35.29706668,127.1224042303
